,SENADOR,UF,PARTIDO,VOTO,file
17,Eduardo Gomes                                                 ,TO,PL,Sim,PEC 15_2022.pdf
18,Eduardo Velloso                                               ,AC,UNIÃO,Sim,PEC 15_2022.pdf
19,Eliane Nogueira                                                ,PI,PP,Sim,PEC 15_2022.pdf
20,Eliziane Gama                                                 ,MA,CIDADANIA,Sim,PEC 15_2022.pdf
21,Elmano Férrer                                                  ,PI,PP,Sim,PEC 15_2022.pdf
22,Esperidião Amin                                                ,SC,PP,Sim,PEC 15_2022.pdf
23,Fabiano Contarato                                              ,ES,PT,Sim,PEC 15_2022.pdf
24,Fabio Garcia                                                  ,MT,UNIÃO,Sim,PEC 15_2022.pdf
25,Fernando Bezerra Coelho                                        ,PE,MDB,Sim,PEC 15_2022.pdf
26,Fernando Collor                                               ,AL,PTB,Sim,PEC 15_2022.pdf
27,Flávio Arns                                                    ,PR,PODEMOS,Sim,PEC 15_2022.pdf
1,Flávio Bolsonaro                                               ,RJ,PL,Sim,PEC 15_2022.pdf
2,Giordano                                                       ,SP,MDB,Sim,PEC 15_2022.pdf
3,Humberto Costa                                                 ,PE,PT,AP,PEC 15_2022.pdf
4,Irajá                                                          ,TO,PSD,P-NRV,PEC 15_2022.pdf
5,Izalci Lucas                                                   ,DF,PSDB,Sim,PEC 15_2022.pdf
6,Jader Barbalho                                                 ,PA,MDB,NCom,PEC 15_2022.pdf
7,Jaques Wagner                                                  ,BA,PT,Sim,PEC 15_2022.pdf
8,Jarbas Vasconcelos                                             ,PE,MDB,Sim,PEC 15_2022.pdf
9,Paul Prates                                               ,RN,PT,Sim,PEC 15_2022.pdf
10,Jorge Kajuru                                                   ,GO,PODEMOS,Sim,PEC 15_2022.pdf
11,Jorginho Mello                                                 ,SC,PL,Sim,PEC 15_2022.pdf
12,José Serra                                                     ,SP,PSDB,Sim,PEC 15_2022.pdf
13,Kátia Abreu                                                    ,TO,PP,AP,PEC 15_2022.pdf
14,Lasier Martins                                                 ,RS,PODEMOS,Sim,PEC 15_2022.pdf
15,Leila Barros                                                   ,DF,PDT,Sim,PEC 15_2022.pdf
16,Lucas Barreto                                                  ,AP,PSD,Sim,PEC 15_2022.pdf
17,Luis Carlos Heinze                                             ,RS,PP,Sim,PEC 15_2022.pdf
18,Luiz Carlos do Carmo                                           ,GO,PSC,Sim,PEC 15_2022.pdf
19,Mailza Gomes                                                   ,AC,PP,Sim,PEC 15_2022.pdf
20,Mara Gabrilli                                                  ,SP,PSDB,Sim,PEC 15_2022.pdf
21,Marcelo Castro                                                  ,PI,MDB,Sim,PEC 15_2022.pdf
22,Marcos do Val                                                  ,ES,PODEMOS,Sim,PEC 15_2022.pdf
23,Marcos Rogério                                                 ,RO,PL,Sim,PEC 15_2022.pdf
24,Margareth Buzetti                                              ,MT,PP,Sim,PEC 15_2022.pdf
25,Maria do Carmo Alves                                           ,SE,PP,Sim,PEC 15_2022.pdf
26,Mecias de Jesus                                                ,RR,REPUBLICANOS,Sim,PEC 15_2022.pdf
27,Nelsinho Trad                                                  ,MS,PSD,Sim,PEC 15_2022.pdf
1,Nilda Gondim                                                   ,PB,MDB,Sim,PEC 15_2022.pdf
2,Omar Aziz                                                     ,AM,PSD,Sim,PEC 15_2022.pdf
3,Oriovisto Guimarães                                            ,PR,PODEMOS,Sim,PEC 15_2022.pdf
4,Otto Alencar                                                  ,BA,PSD,Sim,PEC 15_2022.pdf
5,Paulo Paim                                                     ,RS,PT,Sim,PEC 15_2022.pdf
6,Paulo Rocha                                                    ,PA,PT,Sim,PEC 15_2022.pdf
7,Plínio Valério                                                ,AM,PSDB,Sim,PEC 15_2022.pdf
8,Rafael Tenório                                                ,AL,MDB,Sim,PEC 15_2022.pdf
9,Randolfe Rodrigues                                             ,AP,REDE,Sim,PEC 15_2022.pdf
10,Reguffe                                                        ,DF,UNIÃO,Sim,PEC 15_2022.pdf
11,Roberto Rocha                                                 ,MA,PTB,Sim,PEC 15_2022.pdf
12,Rodrigo Pacheco                                               ,MG,PSD,Presidente (art. 51 RISF),PEC 15_2022.pdf
13,Rogério Carvalho                                               ,SE,PT,Sim,PEC 15_2022.pdf
14,Romário                                                        ,RJ,PL,Sim,PEC 15_2022.pdf
15,Rose de Freitas                                                ,ES,MDB,Sim,PEC 15_2022.pdf
16,Sérgio Petecão                                                ,AC,PSD,Sim,PEC 15_2022.pdf
17,Simone Tebet                                                  ,MS,MDB,Sim,PEC 15_2022.pdf
18,Soraya Thronicke                                              ,MS,UNIÃO,Sim,PEC 15_2022.pdf
19,Styvenson Valentim                                            ,RN,PODEMOS,Sim,PEC 15_2022.pdf
20,Tasso Jereissati                                               ,CE,PSDB,Sim,PEC 15_2022.pdf
21,Telmário Mota                                                 ,RR,PROS,AP,PEC 15_2022.pdf
22,Vanderlan Cardoso                                             ,GO,PSD,Sim,PEC 15_2022.pdf
23,Veneziano Vital do Rêgo                                        ,PB,MDB,Sim,PEC 15_2022.pdf
24,Wellington Fagundes                                           ,MT,PL,Sim,PEC 15_2022.pdf
25,Weverton                                                      ,MA,PDT,Sim,PEC 15_2022.pdf
26,Zenaide Maia                                                  ,RN,PROS,Sim,PEC 15_2022.pdf
27,Zequinha Marinho                                               ,PA,PL,AP,PEC 15_2022.pdf
1,Alan Rick                                                      ,AC,UNIÃO,Sim,PEC 162_2019.pdf
2,Alessandro Vieira                                              ,SE,PSDB,Sim,PEC 162_2019.pdf
3,Ana Paula Lobato                                              ,MA,PSB,Sim,PEC 162_2019.pdf
4,Angelo Coronel                                                 ,BA,PSD,Sim,PEC 162_2019.pdf
5,Astronauta Marcos Pontes                                       ,SP,PL,MIS,PEC 162_2019.pdf
6,Augusta Brito                                                  ,CE,PT,Sim,PEC 162_2019.pdf
7,Beto Faro                                                      ,PA,PT,Sim,PEC 162_2019.pdf
8,Carlos Portinho                                                ,RJ,PL,LS,PEC 162_2019.pdf
9,Carlos Viana                                                  ,MG,PODEMOS,Sim,PEC 162_2019.pdf
10,Chico Rodrigues                                                ,RR,PSB,Sim,PEC 162_2019.pdf
11,Cid Gomes                                                      ,CE,PDT,AP,PEC 162_2019.pdf
12,Ciro Nogueira                                                  ,PI,PP,Sim,PEC 162_2019.pdf
13,Cleitinho                                                     ,MG,REPUBLICANOS,Sim,PEC 162_2019.pdf
14,Confúcio Moura                                                 ,RO,MDB,Sim,PEC 162_2019.pdf
15,Damares Alves                                                  ,DF,REPUBLICANOS,Sim,PEC 162_2019.pdf
16,Daniella Ribeiro                                               ,PB,PSD,Sim,PEC 162_2019.pdf
17,Davi Alcolumbre                                                ,AP,UNIÃO,Sim,PEC 162_2019.pdf
18, Hiran                                                      ,RR,PP,Sim,PEC 162_2019.pdf
19, Samuel Araújo                                              ,RO,PSD,LS,PEC 162_2019.pdf
20,Eduardo Braga                                                 ,AM,MDB,Sim,PEC 162_2019.pdf
21,Eduardo Girão                                                  ,CE,NOVO,Sim,PEC 162_2019.pdf
22,Eduardo Gomes                                                  ,TO,PL,Sim,PEC 162_2019.pdf
23,Efraim Filho                                                   ,PB,UNIÃO,Sim,PEC 162_2019.pdf
24,Eliziane Gama                                                 ,MA,PSD,Sim,PEC 162_2019.pdf
25,Esperidião Amin                                                ,SC,PP,Sim,PEC 162_2019.pdf
26,Fabiano Contarato                                              ,ES,PT,Sim,PEC 162_2019.pdf
27,Fernando Dueire                                                ,PE,MDB,Sim,PEC 162_2019.pdf
1,Fernando Farias                                                ,AL,MDB,Sim,PEC 162_2019.pdf
2,Flávio Arns                                                    ,PR,PSB,Sim,PEC 162_2019.pdf
3,Flávio Bolsonaro                                                ,RJ,PL,Sim,PEC 162_2019.pdf
4,Giordano                                                       ,SP,MDB,Sim,PEC 162_2019.pdf
5,Hamilton Mourão                                                ,RS,REPUBLICANOS,Sim,PEC 162_2019.pdf
6,Humberto Costa                                                 ,PE,PT,AP,PEC 162_2019.pdf
7,Irajá                                                          ,TO,PSD,P-NRV,PEC 162_2019.pdf
8,Ivete da Silveira                                              ,SC,MDB,LS,PEC 162_2019.pdf
9,Izalci Lucas                                                   ,DF,PSDB,P-NRV,PEC 162_2019.pdf
10,Jader Barbalho                                                 ,PA,MDB,AP,PEC 162_2019.pdf
11,Jaime Bagattoli                                                ,RO,PL,Sim,PEC 162_2019.pdf
12,Jaques Wagner                                                  ,BA,PT,Sim,PEC 162_2019.pdf
13,Jayme Campos                                                   ,MT,UNIÃO,Sim,PEC 162_2019.pdf
14,Jorge Kajuru                                                   ,GO,PSB,Sim,PEC 162_2019.pdf
15,Jorge Seif                                                     ,SC,PL,Sim,PEC 162_2019.pdf
16,Jussara Lima                                                    ,PI,PSD,Sim,PEC 162_2019.pdf
17,Laércio Oliveira                                               ,SE,PP,Sim,PEC 162_2019.pdf
18,Leila Barros                                                   ,DF,PDT,Sim,PEC 162_2019.pdf
19,Lucas Barreto                                                  ,AP,PSD,Sim,PEC 162_2019.pdf
20,Luis Carlos Heinze                                             ,RS,PP,P-NRV,PEC 162_2019.pdf
21,Magno Malta                                                    ,ES,PL,Sim,PEC 162_2019.pdf
22,Mara Gabrilli                                                  ,SP,PSD,Sim,PEC 162_2019.pdf
23,Marcelo Castro                                                  ,PI,MDB,Sim,PEC 162_2019.pdf
24,Marcio Bittar                                                  ,AC,UNIÃO,Sim,PEC 162_2019.pdf
25,Marcos do Val                                                  ,ES,PODEMOS,Sim,PEC 162_2019.pdf
26,Margareth Buzetti                                              ,MT,PSD,Sim,PEC 162_2019.pdf
27,Mecias de Jesus                                                ,RR,REPUBLICANOS,Sim,PEC 162_2019.pdf
1,Nelsinho Trad                                                  ,MS,PSD,Sim,PEC 162_2019.pdf
2,Omar Aziz                                                     ,AM,PSD,Sim,PEC 162_2019.pdf
3,Oriovisto Guimarães                                            ,PR,PODEMOS,Sim,PEC 162_2019.pdf
4,Otto Alencar                                                   ,BA,PSD,Sim,PEC 162_2019.pdf
5,Paulo Paim                                                     ,RS,PT,Sim,PEC 162_2019.pdf
6,Plínio Valério                                                ,AM,PSDB,Sim,PEC 162_2019.pdf
7,Professora Dorinha Seabra                                      ,TO,UNIÃO,Sim,PEC 162_2019.pdf
8,Randolfe Rodrigues                                             ,AP,REDE,Sim,PEC 162_2019.pdf
9,Renan Calheiros                                                ,AL,MDB,Sim,PEC 162_2019.pdf
10,Rodrigo Cunha                                                  ,AL,UNIÃO,Sim,PEC 162_2019.pdf
11,Rodrigo Pacheco                                               ,MG,PSD,Presidente (art. 51 RISF),PEC 162_2019.pdf
